Category,URL,brand,name,price,skin_type,skin_concern,rating
moisturiser,https://www.sephora.my/products/the-inkey-list-vitamin-b-c-and-e-moisturizer,THE INKEY LIST,"Vitamin B, C And E Moisturizer • 50ml",RM25.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Oiliness",4.5
moisturiser,https://www.sephora.my/products/origins-go-go-ginzing-skincare-trio-to-cleanse-hydrate-and-brighten-limited-edition,ORIGINS,"Go Go Ginzing™ Skincare Trio To Cleanse, Hydrate & Brighten (Limited Edition)",RM130.00,"Skin Type: Combination, Dry, Normal, Oily","Dark Circles, Dryness, Dullness, Puffiness",0
moisturiser,https://www.sephora.my/products/origins-best-of-the-season-skincare-set-to-cleanse-prep-and-hydrate-limited-edition,ORIGINS,"Best Of The Season Skincare Set To Cleanse, Prep & Hydrate (Limited Edition)",RM65.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Oiliness",3.5
moisturiser,https://www.sephora.my/products/origins-ginzing-oil-free-energy-boosting-gel-moisturizer/v/50ml,ORIGINS,Ginzing Oil-Free Energy-Boosting Gel Moisturizer,RM125.00,"Skin Type: Combination, Oily","Dryness, Dullness",3.5
moisturiser,https://www.sephora.my/products/clinique-moisture-surge-72-hour-auto-replenishing-hydrator/v/50ml,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,RM178.00,"Skin Type: Combination, Dry, Normal, Oily",Dryness,4.5
moisturiser,https://www.sephora.my/products/glow-recipe-glow-together-skincare-kit-limited-edition,GLOW RECIPE,Glow Together Skincare Kit (Limited Edition),RM150.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",5
moisturiser,https://www.sephora.my/products/dr-jart-vital-hydra-solution-biome-water-cream/v/50ml,DR. JART+,Vital Hydra Solution Biome Water Cream,RM210.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dryness,3.5
moisturiser,https://www.sephora.my/products/mario-badescu-facial-spray-with-aloe-herbs,MARIO BADESCU,"Facial Spray With Aloe, Herbs and Rosewater",RM40.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dryness,4
moisturiser,https://www.sephora.my/products/fresh-rose-deep-hydration-face-cream/v/50ml,FRESH,Rose Deep Hydration Face Cream,RM207.00,"Skin Type: Combination, Dry, Normal, Sensitive","Ageing, Dryness, Firmness & Elasticity, Uneven Skin Texture",4.5
moisturiser,https://www.sephora.my/products/glow-recipe-glowing-skin-trio-skincare-kit-limited-edition,GLOW RECIPE,Glowing Skin Trio Skincare Kit (Limited Edition),RM185.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Fine Lines & Wrinkles, Visible Pores",4.5
moisturiser,https://www.sephora.my/products/the-inkey-list-peptide-moisturizer,THE INKEY LIST,Peptide Moisturizer • 50ml,RM71.00,"Skin Type: Combination, Dry, Normal, Oily",Skin Concerns: Ageing,4
moisturiser,https://www.sephora.my/products/first-aid-beauty-ultra-repair-cream/v/226g,FIRST AID BEAUTY,Ultra Repair Cream,RM185.00,"Skin Type: Combination, Dry, Normal, Sensitive",Dryness,4.5
moisturiser,https://www.sephora.my/products/tarte-maracuja-oil/v/1-7oz,SEPHORA EXCLUSIVE TARTE,Maracuja Oil,RM198.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Dullness, Firmness & Elasticity, Oiliness, Uneven Skin Texture",4.5
moisturiser,https://www.sephora.my/products/clinique-dramatically-different-moisturizing-gel/v/50ml,CLINIQUE,Dramatically Different Moisturizing Gel,RM78.00,"Skin Type: Combination, Oily, Sensitive","Dryness, Oiliness",4.5
moisturiser,https://www.sephora.my/products/fresh-lotus-youth-preserve-moisturizer-with-multi-action-super-lotus/v/50ml,FRESH,Lotus Youth Preserve Moisturizer With Multi-Action Super Lotus,RM250.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dryness, Dullness, Fine Lines & Wrinkles",4.5
moisturiser,https://www.sephora.my/products/the-inkey-list-turmeric-moisturiser,THE INKEY LIST,Turmeric Moisturiser • 30ml,RM50.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Dryness, Fine Lines & Wrinkles, Uneven Skin Tone",4
moisturiser,https://www.sephora.my/products/caudalie-grape-water/v/200ml,CAUDALIE,Grape Water,RM75.00,"Skin Type: Combination, Normal, Oily, Sensitive","Acne & Blemishes, Dryness, Dullness, Visible Pores",4
moisturiser,https://www.sephora.my/products/dr-dot-jart-plus-vital-hydra-solution-biome-essence/v/150ml,DR. JART+,Vital Hydra Solution Biome Essence,RM250.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Uneven Skin Texture, Uneven Skin Tone",4.5
moisturiser,https://www.sephora.my/products/dr-dot-jart-plus-v7-emulsion,DR. JART+,V7 Emulsion,RM190.00,"Skin Type: Combination, Dry","Dryness, Dullness, Uneven Skin Texture",4.5
moisturiser,https://www.sephora.my/products/la-mer-the-moisturizing-soft-cream/v/15ml,LA MER,The Moisturizing Soft Cream,RM380.00,"Skin Type: Combination, Dry","Dryness, Dullness",5
moisturiser,https://www.sephora.my/products/mac-cosmetics-prep-plus-prime-fix-plus/v/100ml,MAC COSMETICS,Prep + Prime Fix+ • 100ml,RM105.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dryness,4.5
moisturiser,https://www.sephora.my/products/sephora-collection-brightening-eye-cream,SEPHORA COLLECTION,Brightening Eye Cream • 20ml,RM69.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dark Circles, Puffiness",4
moisturiser,https://www.sephora.my/products/sephora-collection-all-day-hydrator-moisturizer/v/50ml,SEPHORA COLLECTION,All Day Hydrator Moisturizer • 50ml,RM69.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Uneven Skin Tone",4
moisturiser,https://www.sephora.my/products/fresh-lotus-youth-preserve-dream-face-cream/v/50ml,FRESH,Lotus Youth Preserve Dream Face Cream,RM250.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dullness, Firmness & Elasticity",4.5
moisturiser,https://www.sephora.my/products/origins-original-skin-matte-moisturizer-with-willowherb/v/default,ORIGINS,Original Skin™ Matte Moisturizer with Willowherb,RM142.00,"Skin Type: Combination, Dry, Normal, Oily","Dullness, Oiliness, Uneven Skin Texture, Visible Pores",4.5
moisturiser,https://www.sephora.my/products/clinique-dramatically-different-moisturizing-lotion-plus/v/125ml-with-pump,CLINIQUE,Dramatically Different Moisturizing Lotion+,RM150.00,"Skin Type: Combination, Normal, Sensitive",Dryness,4
moisturiser,https://www.sephora.my/products/bobbi-brown-vitamin-enriched-face-base/v/50ml,BOBBI BROWN,Vitamin Enriched Face Base Face Primer,RM248.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Firmness & Elasticity",4.5
moisturiser,https://www.sephora.my/products/indie-lee-daily-vitamin-infusion/v/30ml,INDIE LEE,Daily Vitamin Infusion Face Oil,RM286.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dullness, Uneven Skin Tone",0
moisturiser,https://www.sephora.my/products/for-beloved-one-advanced-hyaluronic-acid-ghk-cu-moisturizing-serum,FOR BELOVED ONE,Advanced Hyaluronic Acid GHK-Cu Moisturizing Serum,RM200.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dryness,4
moisturiser,https://www.sephora.my/products/fresh-rose-floral-toner/v/default,FRESH,Rose Floral Toner,RM183.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Uneven Skin Texture",4
moisturiser,https://www.sephora.my/products/mario-badescu-facial-spray-with-aloe-chamomile-and-lavender,MARIO BADESCU,"Facial Spray With Aloe, Chamomile And Lavender • 118ml",RM40.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Dullness",4.5
moisturiser,https://www.sephora.my/products/origins-mattifying-marvels-original-skin-trio-to-mask-prime-and-hydrate-limited-edition,ORIGINS,"Mattifying Marvels Original Skin™ Trio To Mask, Prime & Hydrate (Limited Edition",RM160.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Uneven Skin Texture, Visible Pores",0
moisturiser,https://www.sephora.my/products/sunday-riley-ceo-c-plus-e-antioxidant-protect-plus-repair-moisturizer,SUNDAY RILEY,C.E.O. C + E Antioxidant Protect + Repair Moisturizer,RM97.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Dullness, Pigmentation & Dark Spots, Uneven Skin Texture, Uneven Skin Tone",4
moisturiser,https://www.sephora.my/products/mario-badescu-spritz-mist-glow-facial-spray-set,MARIO BADESCU,Spritz. Mist. Glow Facial Spray Set • 3 x 118ml,RM100.00,"Skin Type: Combination, Dry, Normal","Dryness, Dullness",4.5
moisturiser,https://www.sephora.my/products/dr-jart-cicapair-special-all-day-skincare-kit,DR. JART+,Cicapair Special All Day Skincare Kit • E.g. 50ml,RM195.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",0
moisturiser,https://www.sephora.my/products/mario-badescu-oil-free-moisturizer-1f1c7eb1-eedd-4b4d-96c1-5ce80e29f788,MARIO BADESCU,Oil Free Moisturizer  • 59ml,RM125.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dullness, Oiliness, Uneven Skin Tone",4
moisturiser,https://www.sephora.my/products/la-mer-the-moisturizing-cool-gel-cream/v/30ml,LA MER,The Moisturizing Cool Gel Cream,RM750.00,"Skin Type: Combination, Oily","Dryness, Dullness",5
moisturiser,https://www.sephora.my/products/wishful-bright-skincare-kit,WISHFUL,Bright Skincare Kit,RM230.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Dryness, Dullness, Uneven Skin Texture, Uneven Skin Tone, Visible Pores",0
moisturiser,https://www.sephora.my/products/drunk-elephant-glowy-the-night-skincare-kit-limited-edition,DRUNK ELEPHANT,Glowy the Night Skincare Kit (Limited Edition),RM424.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Uneven Skin Texture",5
moisturiser,https://www.sephora.my/products/mario-badescu-mini-mist-collection-skincare-set,MARIO BADESCU,Mini Mist Collection Skincare Set,RM95.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",5
moisturiser,https://www.sephora.my/products/wishful-wishful-glow-skincare-kit,WISHFUL,Wishful Glow Skincare Kit,RM85.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Dryness, Dullness, Uneven Skin Texture, Visible Pores",0
moisturiser,https://www.sephora.my/products/fresh-lotus-dreamiest-skin-skincare-kit,FRESH,Lotus Dreamiest Skin Skincare Kit,RM90.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dryness, Dullness, Firmness & Elasticity",0
moisturiser,https://www.sephora.my/products/sephora-collection-nourishing-moisturizer,SEPHORA COLLECTION,Nourishing Moisturizer,RM72.00,"Skin Type: Dry, Normal",Dryness,4.5
moisturiser,https://www.sephora.my/products/first-aid-beauty-ultra-repair-face-moisturizer,FIRST AID BEAUTY,Ultra Repair Face Moisturizer,RM110.00,"Skin Type: Combination, Dry, Normal, Sensitive","Dryness, Fine Lines & Wrinkles",4
moisturiser,https://www.sephora.my/products/tatcha-the-water-cream,TATCHA,The Water Cream,RM300.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Dullness, Uneven Skin Texture, Visible Pores",4
moisturiser,https://www.sephora.my/products/drunk-elephant-protini-polypeptide-cream,SEPHORA EXCLUSIVE DRUNK ELEPHANT,Protini™ Polypeptide Cream,RM297.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Fine Lines & Wrinkles, Uneven Skin Texture, Uneven Skin Tone",4
moisturiser,https://www.sephora.my/products/clinique-dramatically-different-hydrating-jelly,CLINIQUE,Dramatically Different Hydrating Jelly,RM150.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Uneven Skin Texture",4
moisturiser,https://www.sephora.my/products/caudalie-beauty-elixir/v/100ml,CAUDALIE,Beauty Elixir,RM195.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dullness,4.5
moisturiser,https://www.sephora.my/products/drunk-elephant-dewy-the-polypeptide-skincare-kit,DRUNK ELEPHANT,Dewy the Polypeptide Skincare Kit,RM325.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Fine Lines & Wrinkles, Uneven Skin Texture",0
moisturiser,https://www.sephora.my/products/mario-badescu-facial-spray-with-aloe-sage-and-orange-blossom,MARIO BADESCU,"Facial Spray With Aloe, Sage And Orange Blossom • 118ml",RM40.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",4.5
moisturiser,https://www.sephora.my/products/sephora-collection-overnight-firming-cream,SEPHORA COLLECTION,Overnight Firming Cream • 50ml,RM115.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",4
moisturiser,https://www.sephora.my/products/la-mer-the-glowing-hydration-skincare-duet-limited-edition,LA MER,The Glowing Hydration Skincare Duet (Limited Edition),RM1870.00,"Skin Type: Combination, Dry, Normal, Oily","Dark Circles, Dryness, Dullness, Fine Lines & Wrinkles, Uneven Skin Texture",0
moisturiser,https://www.sephora.my/products/dr-jart-v7-toning-light,DR. JART+,V7 Toning Light,RM235.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dullness,4
moisturiser,https://www.sephora.my/products/sephora-collection-skin-n-seed-cream/v/grape-seed,SEPHORA COLLECTION,Skin 'N Seed Cream • 50ml,RM76.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Uneven Skin Texture",4
moisturiser,https://www.sephora.my/products/tatcha-the-dewy-skin-cream,TATCHA,The Dewy Skin Cream,RM300.00,"Skin Type: Dry, Normal","Ageing, Dryness, Dullness, Uneven Skin Texture, Uneven Skin Tone",4
moisturiser,https://www.sephora.my/products/estee-lauder-micro-essence-skin-activating-treatment-lotion-fresh-with-sakura-ferment,ESTÉE LAUDER,Micro Essence Skin Activating Treatment Lotion Fresh with Sakura Ferment,RM435.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Fine Lines & Wrinkles, Uneven Skin Texture, Uneven Skin Tone, Visible Pores",4.5
moisturiser,https://www.sephora.my/products/origins-clear-improvement-oil-free-moisturizer-with-bamboo-charcoal,ORIGINS,Clear Improvement™ Oil-Free Moisturizer with Bamboo Charcoal,RM142.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Dryness, Oiliness, Visible Pores",4.5
moisturiser,https://www.sephora.my/products/fresh-vitamin-nectar-moisture-glow-face-cream,FRESH,Vitamin Nectar Moisture Glow Face Cream,RM227.00,"Skin Type: Combination, Dry, Normal, Oily",Dullness,4.5
moisturiser,https://www.sephora.my/products/dr-jart-ceramidin-cream,DR. JART+,Ceramidin Cream • 50ml,RM220.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Fine Lines & Wrinkles",4
moisturiser,https://www.sephora.my/products/first-aid-beauty-ultra-repair-barriair-cream,FIRST AID BEAUTY,Ultra Repair BarriAir Cream,RM138.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",4
moisturiser,https://www.sephora.my/products/burts-bees-brightening-moisturizing-cream,BURT'S BEES,Brightening Moisturizing Cream • 50g,RM168.00,"Skin Type: Combination, Dry, Normal, Oily","Dullness, Fine Lines & Wrinkles, Pigmentation & Dark Spots, Uneven Skin Tone",3
moisturiser,https://www.sephora.my/products/pixi-rose-glow-mist,PIXI,Rose Glow Mist,RM70.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Uneven Skin Texture, Uneven Skin Tone",4.5
moisturiser,https://www.sephora.my/products/supergoop-superscreen-daily-moisturizer-spf-40-pa-plus-plus-plus,SUPERGOOP!,Superscreen Daily Moisturizer SPF 40 PA+++ • 50ml,RM165.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dryness,4
moisturiser,https://www.sephora.my/products/dr-jart-best-cream-skincare-duo,DR. JART+,Best Cream Skincare Duo,RM185.00,"Skin Type: Combination, Dry, Normal, Sensitive","Dryness, Firmness & Elasticity",0
moisturiser,https://www.sephora.my/products/sephora-collection-men-smoothing-hydrating-lotion,SEPHORA COLLECTION,Men Smoothing Hydrating Lotion • 75ml,RM78.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Fine Lines & Wrinkles, Firmness & Elasticity",5
moisturiser,https://www.sephora.my/products/caudalie-vinosource-moisturizing-sorbet,CAUDALIE,Vinosource Moisturizing Sorbet,RM145.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dryness,4
moisturiser,https://www.sephora.my/products/clinique-moisture-surge-hydrating-supercharged-concentrate/v/50ml,CLINIQUE,Moisture Surge Hydrating Supercharged Concentrate,RM178.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dryness,4
moisturiser,https://www.sephora.my/products/it-cosmetics-confidence-in-a-cream-transforming-moisturizing-super-cream,SEPHORA EXCLUSIVE IT COSMETICS,Confidence in a Cream™ Transforming Moisturizing Super Cream • 60ml,RM210.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Fine Lines & Wrinkles, Firmness & Elasticity, Uneven Skin Texture, Uneven Skin Tone, Visible Pores",4.5
moisturiser,https://www.sephora.my/products/mario-badescu-fresh-face-favorites-skincare-set,MARIO BADESCU,Fresh Face Favorites Skincare Set,RM60.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",0
moisturiser,https://www.sephora.my/products/pixi-glow-mist,PIXI,Glow Mist,RM70.00,"Skin Type: Combination, Dry, Normal, Oily",Dryness,4
moisturiser,https://www.sephora.my/products/clinique-clinique-id-dramatically-different-moisturizing-lotion-plus-plus-active-cartridge-concentrate-kit/v/fatigue,CLINIQUE,Clinique iD Dramatically Different Moisturizing Lotion+™ + Active Cartridge Concentrate Kit,RM166.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",4.5
moisturiser,https://www.sephora.my/products/sk-ii-radical-new-age-power-airy-milky-lotion/v/80g,SK-II,Radical New Age Power Airy Milky Lotion,RM633.00,"Skin Type: Combination, Dry, Normal","Ageing, Fine Lines & Wrinkles, Pigmentation & Dark Spots",4.5
moisturiser,https://www.sephora.my/products/origins-dr-weil-for-origins-mega-defense-advanced-daily-uv-defender-spf45-slash-pa-plus-plus-plus-plus,ORIGINS,Dr. Weil For Origins™ Mega-Defense Advanced Daily UV Defender SPF45/ PA++++  • 30ml,RM189.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dryness,4
moisturiser,https://www.sephora.my/products/lab-series-rescue-water-emulsion,LAB SERIES,Rescue Water Emulsion • 100ml,RM180.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",4.5
moisturiser,https://www.sephora.my/products/tarte-baba-bomb-moisturizer/v/50ml,SEPHORA EXCLUSIVE TARTE,Baba Bomb Moisturizer,RM175.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Firmness & Elasticity, Uneven Skin Texture",4.5
moisturiser,https://www.sephora.my/products/caudalie-grape-water-facial-mist-limited-edition-2020,CAUDALIE,Grape Water Facial Mist (Limited Edition 2020) • 300ml,RM95.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dryness,3.5
moisturiser,https://www.sephora.my/products/caudalie-vinopure-skin-perfecting-mattifying-moisturizer,CAUDALIE,Vinopure Skin Perfecting Mattifying Moisturizer,RM145.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Blackheads, Dryness, Dullness, Uneven Skin Tone",4
moisturiser,https://www.sephora.my/products/origins-make-a-difference-plus-plus-skin-rejuvenating-treatment,ORIGINS,Make A Difference™ Plus+ Rejuvenating Treatment,RM222.00,"Skin Type: Dry, Normal",Dryness,4.5
moisturiser,https://www.sephora.my/products/dr-jart-cicapair-cream,DR. JART+,Cicapair Cream,RM235.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Dryness, Pigmentation & Dark Spots, Uneven Skin Texture",4.5
moisturiser,https://www.sephora.my/products/drunk-elephant-a-passioni-retinol-cream/v/30ml,SEPHORA EXCLUSIVE DRUNK ELEPHANT,A-Passioni™ Retinol Cream,RM323.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Fine Lines & Wrinkles, Pigmentation & Dark Spots, Uneven Skin Texture, Uneven Skin Tone",4
moisturiser,https://www.sephora.my/products/dior-capture-youth-age-defying-advanced-creme-moisturiser,DIOR,Capture Youth Age-Defying Advanced Crème Moisturiser • 50ml,RM386.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Fine Lines & Wrinkles, Uneven Skin Texture",0
moisturiser,https://www.sephora.my/products/gallinee-the-ideal-face-set,GALLINÉE,The Ideal Face Set,RM310.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Uneven Skin Tone",4.5
moisturiser,https://www.sephora.my/products/fresh-vitamin-nectar-energizing-glow-water-antioxidant-face-and-body-mist,FRESH,Vitamin Nectar Anti-Oxidant Glow Water Skin Nutrition Face Mist,RM109.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",4.5
moisturiser,https://www.sephora.my/products/dior-diorsnow-brightening-refining-moist-cloud-creme,DIOR,Diorsnow Brightening Refining Moist Cloud Crème,RM388.00,"Skin Type: Combination, Dry, Normal, Oily","Acne & Blemishes, Uneven Skin Texture, Visible Pores",4.5
moisturiser,https://www.sephora.my/products/dr-dennis-gross-ferulic-plus-retinol-anti-aging-moisturizer/v/50g,DR. DENNIS GROSS,Ferulic + Retinol Anti-Aging Moisturizer • 50g,RM325.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dryness, Dullness, Fine Lines & Wrinkles, Firmness & Elasticity, Uneven Skin Texture",4.5
moisturiser,https://www.sephora.my/products/it-cosmetics-confidence-in-your-beauty-sleep-cream/v/60ml,SEPHORA EXCLUSIVE IT COSMETICS,Confidence In Your Beauty Sleep Cream,RM245.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Dullness, Fine Lines & Wrinkles, Firmness & Elasticity, Uneven Skin Texture",5
moisturiser,https://www.sephora.my/products/drunk-elephant-lala-retro-whipped-cream,SEPHORA EXCLUSIVE DRUNK ELEPHANT,Lala Retro™ Whipped Cream,RM265.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Fine Lines & Wrinkles",4
moisturiser,https://www.sephora.my/products/pixi-on-the-glow-multi-use-moisture-stick,PIXI,On-the-Glow Multi-Use Moisture Stick,RM95.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Firmness & Elasticity",4
moisturiser,https://www.sephora.my/products/drunk-elephant-firmy-the-day-skincare-kit-limited-edition,DRUNK ELEPHANT,Firmy the Day Skincare Kit (Limited Edition),RM380.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Firmness & Elasticity",0
moisturiser,https://www.sephora.my/products/mario-badescu-facial-spray-with-aloe-cucumber-and-green-tea,MARIO BADESCU,"Facial Spray With Aloe, Cucumber And Green Tea • 118ml",RM40.00,"Skin Type: Combination, Dry, Normal, Oily",Dryness,4
moisturiser,https://www.sephora.my/products/dior-hydra-life-fresh-hydration-sorbet-creme,DIOR,Hydra Life Fresh Hydration Sorbet Creme • 50ml,RM278.00,"Skin Type: Combination, Dry, Normal, Oily","Acne & Blemishes, Dullness, Firmness & Elasticity",4.5
moisturiser,https://www.sephora.my/products/sephora-collection-super-matte-moisturizer,SEPHORA COLLECTION,Super Matte Moisturizer • 50ml,RM74.00,"Skin Type: Combination, Oily","Dryness, Oiliness",4
moisturiser,https://www.sephora.my/products/laneige-white-dew-tone-up-fluid-spf-35-pa-plus-plus-moisturiser/v/50-ml,LANEIGE,White Dew Tone Up Fluid SPF 35 PA++ Moisturiser,RM170.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Pigmentation & Dark Spots, Uneven Skin Texture, Uneven Skin Tone",4.5
moisturiser,https://www.sephora.my/products/it-cosmetics-confidence-in-a-gel-lotion,SEPHORA EXCLUSIVE IT COSMETICS,Confidence In A Gel Lotion • 75ml,RM120.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",,4.5
moisturiser,https://www.sephora.my/products/dior-capture-totale-dreamskin-care-and-perfect-emulsion,DIOR,Capture Totale DreamSkin Care & Perfect Emulsion,RM386.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Pigmentation & Dark Spots, Uneven Skin Texture, Visible Pores",4.5
moisturiser,https://www.sephora.my/products/farmacy-honey-drop-lightweight-moisturizer,FARMACY,Honey Drop Lightweight Moisturizer • 50ml,RM216.00,,"Dryness, Dullness, Firmness & Elasticity",4
moisturiser,https://www.sephora.my/products/sk-ii-men-facial-treatment-essence/v/215ml,SK-II,MEN Facial Treatment Essence,RM759.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Oiliness, Uneven Skin Texture",4.5
moisturiser,https://www.sephora.my/products/biossance-squalane-plus-probiotic-gel-moisturizer,BIOSSANCE,Squalane + Probiotic Gel Moisturizer,RM235.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",4
moisturiser,https://www.sephora.my/products/dr-dennis-gross-peel-glow-be-merry-skincare-kit,DR. DENNIS GROSS,Peel Glow Be Merry Skincare Kit • E.g. 50ml,RM455.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Fine Lines & Wrinkles, Firmness & Elasticity, Uneven Skin Texture, Uneven Skin Tone",0
moisturiser,https://www.sephora.my/products/it-cosmetics-celebrate-confidence-in-your-skincare-anti-aging-skincare-set-limited-edition,IT COSMETICS,Celebrate Confidence In Your Skincare Anti-Aging Skincare Set (Limited Edition),RM240.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Dullness, Fine Lines & Wrinkles, Firmness & Elasticity, Visible Pores",0
moisturiser,https://www.sephora.my/products/fresh-travel-essentials-minis-skincare-set-limited-edition,FRESH,Travel Essentials Minis Skincare Set (Limited Edition),RM217.00,"Skin Type: Combination, Dry, Normal, Oily",Dryness,0
moisturiser,https://www.sephora.my/products/saturday-skin-waterfall-glacier-water-cream/v/50ml,SATURDAY SKIN,Waterfall Glacier Water Cream • 50ml,RM150.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Uneven Skin Texture, Uneven Skin Tone",4.5
moisturiser,https://www.sephora.my/products/dr-dennis-gross-c-plus-collagen-deep-cream,DR. DENNIS GROSS,C + Collagen Deep Cream,RM311.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Dullness, Fine Lines & Wrinkles, Pigmentation & Dark Spots, Uneven Skin Texture",4
moisturiser,https://www.sephora.my/products/first-aid-beauty-ultra-repair-hydra-firm-sleeping-cream,FIRST AID BEAUTY,Ultra Repair Hydra-Firm Sleeping Cream,RM170.00,"Skin Type: Dry, Normal, Sensitive","Ageing, Dryness, Fine Lines & Wrinkles, Firmness & Elasticity",4.5
moisturiser,https://www.sephora.my/products/peter-thomas-roth-potent-c-bright-and-plump-moisturizer/v/50ml,PETER THOMAS ROTH,Potent-C Bright & Plump Moisturizer,RM290.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Ageing, Dryness, Dullness, Fine Lines & Wrinkles, Firmness & Elasticity",3.5
